"TOA5","ARGO_CR1000X","CR1000X","58619","CR1000X.Std.07.01","CPU:Tempstring_code_ced_black.CR1X","65427","tempprofile"
"TIMESTAMP","RECORD","Batt_volt_Min","PTemp","TempData(1)","TempData(2)","TempData(3)","TempData(4)","TempData(5)","TempData(6)","TempData(7)","TempData(8)","TempData(9)","TempData(10)","TempData(11)","TempData(12)","TempData(13)","TempData(14)","tempstring"
"TS","RN","","","","","","","","","","","","","","","","",""
"","","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2024-11-06 05:20:00",526,12.47,19.15,0.06,0.25,0.5,0.63,0.44,0,1,0.31,0.31,0.37,0.31,1.69,1.81,1.88,"0.06 0.25 0.50 0.63 0.44 0.00 1.00 0.31 0.31 0.37 0.31 1.69 1.81 1.88   "
"2024-11-06 05:21:00",527,12.47,19.15,0.06,0.25,0.5,0.63,0.37,0,1,0.31,0.31,0.37,0.31,1.69,1.81,1.94,"0.06 0.25 0.50 0.63 0.37 0.00 1.00 0.31 0.31 0.37 0.31 1.69 1.81 1.94   "
"2024-11-06 05:22:00",528,12.47,19.16,0.06,0.25,0.5,0.63,0.44,0,1,0.31,0.31,0.37,0.31,1.69,1.81,1.94,"0.06 0.25 0.50 0.63 0.44 0.00 1.00 0.31 0.31 0.37 0.31 1.69 1.81 1.94   "
"2024-11-06 05:23:00",529,12.47,19.16,0.06,0.25,0.5,0.69,0.37,0,1,0.31,0.31,0.37,0.31,1.69,1.88,1.94,"0.06 0.25 0.50 0.69 0.37 0.00 1.00 0.31 0.31 0.37 0.31 1.69 1.88 1.94   "
"2024-11-06 05:24:00",530,12.47,19.16,0.06,0.31,0.5,0.69,0.37,0,1,0.31,0.31,0.37,0.31,1.69,1.88,1.94,"0.06 0.31 0.50 0.69 0.37 0.00 1.00 0.31 0.31 0.37 0.31 1.69 1.88 1.94   "
"2024-11-06 05:25:00",531,12.47,19.17,0.06,0.25,0.5,0.69,0.37,0,1,0.31,0.31,0.37,0.31,1.69,1.94,1.94,"0.06 0.25 0.50 0.69 0.37 0.00 1.00 0.31 0.31 0.37 0.31 1.69 1.94 1.94   "
"2024-11-06 05:26:00",532,12.47,19.16,0.12,0.25,0.5,0.69,0.37,0,1,0.31,0.31,0.37,0.31,1.69,1.94,2,"0.12 0.25 0.50 0.69 0.37 0.00 1.00 0.31 0.31 0.37 0.31 1.69 1.94 2.00   "
"2024-11-06 05:27:00",533,12.47,19.16,0.12,0.25,0.5,0.69,0.37,0,1,0.31,0.31,0.37,0.31,1.69,1.94,2,"0.12 0.25 0.50 0.69 0.37 0.00 1.00 0.31 0.31 0.37 0.31 1.69 1.94 2.00   "
"2024-11-06 05:28:00",534,12.47,19.15,0.06,0.25,0.5,0.69,0.44,0,1,0.31,0.31,0.37,0.37,1.69,1.94,2,"0.06 0.25 0.50 0.69 0.44 0.00 1.00 0.31 0.31 0.37 0.37 1.69 1.94 2.00   "
"2024-11-06 05:29:00",535,12.47,19.15,0.06,0.25,0.5,0.69,0.44,0,1,0.31,0.31,0.37,0.31,1.69,2,2,"0.06 0.25 0.50 0.69 0.44 0.00 1.00 0.31 0.31 0.37 0.31 1.69 2.00 2.00   "
"2024-11-06 05:30:00",536,12.47,19.14,0.06,0.25,0.5,0.69,0.44,0,1,0.31,0.31,0.37,0.31,1.75,2,2.06,"0.06 0.25 0.50 0.69 0.44 0.00 1.00 0.31 0.31 0.37 0.31 1.75 2.00 2.06   "
"2024-11-06 05:31:00",537,12.47,19.13,0.12,0.31,0.5,0.69,0.37,0,1,0.31,0.31,0.44,0.31,1.75,2.06,2.06,"0.12 0.31 0.50 0.69 0.37 0.00 1.00 0.31 0.31 0.44 0.31 1.75 2.06 2.06   "
"2024-11-06 05:32:00",538,12.47,19.12,0.12,0.25,0.5,0.69,0.44,0,1,0.31,0.31,0.37,0.31,1.75,2.06,2.06,"0.12 0.25 0.50 0.69 0.44 0.00 1.00 0.31 0.31 0.37 0.31 1.75 2.06 2.06   "
"2024-11-06 05:33:00",539,12.47,19.12,0.12,0.25,0.5,0.69,0.44,0,1,0.31,0.31,0.37,0.31,1.75,2.06,2.06,"0.12 0.25 0.50 0.69 0.44 0.00 1.00 0.31 0.31 0.37 0.31 1.75 2.06 2.06   "
"2024-11-06 05:34:00",540,12.47,19.11,0.12,0.31,0.5,0.69,0.44,0,1,0.31,0.31,0.44,0.31,1.75,2.13,2.06,"0.12 0.31 0.50 0.69 0.44 0.00 1.00 0.31 0.31 0.44 0.31 1.75 2.13 2.06   "
"2024-11-06 05:35:00",541,12.47,19.1,0.12,0.25,0.5,0.69,0.44,0,1,0.31,0.31,0.37,0.31,1.75,2.13,2.13,"0.12 0.25 0.50 0.69 0.44 0.00 1.00 0.31 0.31 0.37 0.31 1.75 2.13 2.13   "
"2024-11-06 05:36:00",542,12.47,19.1,0.12,0.31,0.5,0.69,0.44,0,1,0.31,0.31,0.44,0.31,1.75,2.13,2.13,"0.12 0.31 0.50 0.69 0.44 0.00 1.00 0.31 0.31 0.44 0.31 1.75 2.13 2.13   "
"2024-11-06 05:37:00",543,12.47,19.09,0.12,0.25,0.5,0.69,0.44,0,1,0.37,0.31,0.44,0.37,1.75,2.19,2.13,"0.12 0.25 0.50 0.69 0.44 0.00 1.00 0.37 0.31 0.44 0.37 1.75 2.19 2.13   "
"2024-11-06 05:38:00",544,12.47,19.08,0.12,0.25,0.5,0.69,0.44,0,1,0.31,0.31,0.44,0.31,1.75,2.19,2.13,"0.12 0.25 0.50 0.69 0.44 0.00 1.00 0.31 0.31 0.44 0.31 1.75 2.19 2.13   "
"2024-11-06 05:39:00",545,12.47,19.07,0.12,0.25,0.5,0.69,0.44,0,1,0.37,0.31,0.44,0.31,1.75,2.25,2.13,"0.12 0.25 0.50 0.69 0.44 0.00 1.00 0.37 0.31 0.44 0.31 1.75 2.25 2.13   "
"2024-11-06 05:40:00",546,12.47,19.06,0.12,0.25,0.5,0.75,0.44,0,1,0.37,0.31,0.44,0.37,1.75,2.25,2.19,"0.12 0.25 0.50 0.75 0.44 0.00 1.00 0.37 0.31 0.44 0.37 1.75 2.25 2.19   "
"2024-11-06 05:41:00",547,12.47,19.06,0.19,0.25,0.5,0.75,0.44,0,1,0.37,0.31,0.44,0.37,1.75,2.31,2.19,"0.19 0.25 0.50 0.75 0.44 0.00 1.00 0.37 0.31 0.44 0.37 1.75 2.31 2.19   "
"2024-11-06 05:42:00",548,12.47,19.06,0.19,0.25,0.5,0.75,0.44,0,1,0.37,0.31,0.44,0.37,1.75,2.31,2.19,"0.19 0.25 0.50 0.75 0.44 0.00 1.00 0.37 0.31 0.44 0.37 1.75 2.31 2.19   "
"2024-11-06 05:43:00",549,12.47,19.05,0.19,0.31,0.5,0.75,0.44,0,1,0.37,0.31,0.44,0.37,1.75,2.31,2.25,"0.19 0.31 0.50 0.75 0.44 0.00 1.00 0.37 0.31 0.44 0.37 1.75 2.31 2.25   "
"2024-11-06 05:44:00",550,12.47,19.05,0.19,0.31,0.5,0.75,0.5,0,1,0.44,0.31,0.44,0.37,1.81,2.38,2.25,"0.19 0.31 0.50 0.75 0.50 0.00 1.00 0.44 0.31 0.44 0.37 1.81 2.38 2.25   "
"2024-11-06 05:45:00",551,12.47,19.05,0.19,0.31,0.5,0.75,0.5,0,1,0.37,0.31,0.44,0.37,1.75,2.38,2.25,"0.19 0.31 0.50 0.75 0.50 0.00 1.00 0.37 0.31 0.44 0.37 1.75 2.38 2.25   "
"2024-11-06 05:46:00",552,12.47,19.06,0.19,0.31,0.5,0.75,0.56,0,1,0.44,0.31,0.44,0.37,1.81,2.44,2.25,"0.19 0.31 0.50 0.75 0.56 0.00 1.00 0.44 0.31 0.44 0.37 1.81 2.44 2.25   "
"2024-11-06 05:47:00",553,12.47,19.06,0.19,0.31,0.5,0.75,0.56,0,1,0.44,0.31,0.44,0.37,1.81,2.44,2.31,"0.19 0.31 0.50 0.75 0.56 0.00 1.00 0.44 0.31 0.44 0.37 1.81 2.44 2.31   "
"2024-11-06 05:48:00",554,12.47,19.07,0.19,0.31,0.5,0.75,0.56,0,1,0.37,0.31,0.44,0.31,1.81,2.5,2.31,"0.19 0.31 0.50 0.75 0.56 0.00 1.00 0.37 0.31 0.44 0.31 1.81 2.50 2.31   "
"2024-11-06 05:49:00",555,12.47,19.07,0.19,0.31,0.5,0.75,0.56,0,1,0.44,0.31,0.44,0.37,1.81,2.5,2.31,"0.19 0.31 0.50 0.75 0.56 0.00 1.00 0.44 0.31 0.44 0.37 1.81 2.50 2.31   "
"2024-11-06 05:50:00",556,12.47,19.08,0.19,0.31,0.5,0.75,0.56,0,1,0.44,0.31,0.44,0.37,1.81,2.5,2.38,"0.19 0.31 0.50 0.75 0.56 0.00 1.00 0.44 0.31 0.44 0.37 1.81 2.50 2.38   "
"2024-11-06 05:51:00",557,12.47,19.08,0.19,0.31,0.5,0.75,0.56,0,1,0.37,0.31,0.44,0.37,1.81,2.56,2.38,"0.19 0.31 0.50 0.75 0.56 0.00 1.00 0.37 0.31 0.44 0.37 1.81 2.56 2.38   "
"2024-11-06 05:52:00",558,12.47,19.09,0.19,0.31,0.5,0.75,0.63,0,1,0.44,0.31,0.44,0.37,1.81,2.56,2.38,"0.19 0.31 0.50 0.75 0.63 0.00 1.00 0.44 0.31 0.44 0.37 1.81 2.56 2.38   "
"2024-11-06 05:53:00",559,12.47,19.09,0.19,0.31,0.5,0.81,0.63,0,1,0.44,0.31,0.44,0.37,1.81,2.56,2.44,"0.19 0.31 0.50 0.81 0.63 0.00 1.00 0.44 0.31 0.44 0.37 1.81 2.56 2.44   "
"2024-11-06 05:54:00",560,12.47,19.1,0.19,0.31,0.5,0.75,0.69,0,1,0.44,0.31,0.44,0.37,1.81,2.56,2.44,"0.19 0.31 0.50 0.75 0.69 0.00 1.00 0.44 0.31 0.44 0.37 1.81 2.56 2.44   "
"2024-11-06 05:55:00",561,12.47,19.11,0.19,0.31,0.5,0.81,0.69,0,1,0.44,0.31,0.5,0.37,1.81,2.63,2.44,"0.19 0.31 0.50 0.81 0.69 0.00 1.00 0.44 0.31 0.50 0.37 1.81 2.63 2.44   "
"2024-11-06 05:56:00",562,12.47,19.11,0.19,0.31,0.5,0.81,0.75,0,1,0.44,0.31,0.5,0.37,1.81,2.63,2.44,"0.19 0.31 0.50 0.81 0.75 0.00 1.00 0.44 0.31 0.50 0.37 1.81 2.63 2.44   "
"2024-11-06 05:57:00",563,12.47,19.12,0.25,0.31,0.5,0.81,0.75,0,1,0.44,0.31,0.5,0.37,1.81,2.63,2.5,"0.25 0.31 0.50 0.81 0.75 0.00 1.00 0.44 0.31 0.50 0.37 1.81 2.63 2.50   "
"2024-11-06 05:58:00",564,12.47,19.12,0.25,0.31,0.5,0.81,0.81,0,1,0.44,0.31,0.5,0.37,1.88,2.63,2.5,"0.25 0.31 0.50 0.81 0.81 0.00 1.00 0.44 0.31 0.50 0.37 1.88 2.63 2.50   "
"2024-11-06 05:59:00",565,12.47,19.12,0.25,0.31,0.5,0.81,0.81,0,1,0.44,0.31,0.5,0.37,1.81,2.69,2.5,"0.25 0.31 0.50 0.81 0.81 0.00 1.00 0.44 0.31 0.50 0.37 1.81 2.69 2.50   "
"2024-11-06 06:00:00",566,12.47,19.12,0.25,0.31,0.5,0.81,0.81,0,1,0.44,0.31,0.5,0.37,1.88,2.69,2.5,"0.25 0.31 0.50 0.81 0.81 0.00 1.00 0.44 0.31 0.50 0.37 1.88 2.69 2.50   "
"2024-11-06 06:01:00",567,12.47,19.12,0.25,0.31,0.5,0.81,0.88,0,1,0.44,0.31,0.5,0.44,1.88,2.75,2.5,"0.25 0.31 0.50 0.81 0.88 0.00 1.00 0.44 0.31 0.50 0.44 1.88 2.75 2.50   "
"2024-11-06 06:02:00",568,12.47,19.12,0.25,0.31,0.5,0.81,0.81,0,1,0.44,0.31,0.5,0.44,1.88,2.75,2.56,"0.25 0.31 0.50 0.81 0.81 0.00 1.00 0.44 0.31 0.50 0.44 1.88 2.75 2.56   "
"2024-11-06 06:03:00",569,12.47,19.12,0.25,0.31,0.5,0.81,0.88,0,1,0.44,0.31,0.5,0.44,1.88,2.75,2.56,"0.25 0.31 0.50 0.81 0.88 0.00 1.00 0.44 0.31 0.50 0.44 1.88 2.75 2.56   "
"2024-11-06 06:04:00",570,12.47,19.12,0.25,0.31,0.5,0.81,0.88,0,1,0.5,0.31,0.5,0.44,1.88,2.81,2.56,"0.25 0.31 0.50 0.81 0.88 0.00 1.00 0.50 0.31 0.50 0.44 1.88 2.81 2.56   "
"2024-11-06 06:05:00",571,12.47,19.12,0.25,0.31,0.5,0.88,0.88,0,1,0.5,0.31,0.5,0.37,1.88,2.81,2.56,"0.25 0.31 0.50 0.88 0.88 0.00 1.00 0.50 0.31 0.50 0.37 1.88 2.81 2.56   "
"2024-11-06 06:06:00",572,12.47,19.11,0.31,0.31,0.5,0.88,0.88,0,1,0.5,0.31,0.5,0.44,1.88,2.81,2.56,"0.31 0.31 0.50 0.88 0.88 0.00 1.00 0.50 0.31 0.50 0.44 1.88 2.81 2.56   "
"2024-11-06 06:07:00",573,12.47,19.11,0.25,0.31,0.5,0.88,0.88,0,1,0.5,0.31,0.5,0.44,1.88,2.88,2.63,"0.25 0.31 0.50 0.88 0.88 0.00 1.00 0.50 0.31 0.50 0.44 1.88 2.88 2.63   "
"2024-11-06 06:08:00",574,12.47,19.1,0.25,0.31,0.5,0.88,0.94,0,1,0.5,0.31,0.56,0.44,1.88,2.88,2.63,"0.25 0.31 0.50 0.88 0.94 0.00 1.00 0.50 0.31 0.56 0.44 1.88 2.88 2.63   "
"2024-11-06 06:09:00",575,12.47,19.09,0.31,0.31,0.5,0.88,0.94,0,1,0.5,0.31,0.5,0.44,1.94,2.88,2.69,"0.31 0.31 0.50 0.88 0.94 0.00 1.00 0.50 0.31 0.50 0.44 1.94 2.88 2.69   "
"2024-11-06 06:10:00",576,12.47,19.09,0.31,0.31,0.5,0.88,0.88,0,1,0.5,0.31,0.56,0.44,1.94,2.88,2.69,"0.31 0.31 0.50 0.88 0.88 0.00 1.00 0.50 0.31 0.56 0.44 1.94 2.88 2.69   "
"2024-11-06 06:11:00",577,12.47,19.08,0.31,0.31,0.5,0.88,0.94,0,1,0.5,0.31,0.56,0.44,1.94,2.94,2.69,"0.31 0.31 0.50 0.88 0.94 0.00 1.00 0.50 0.31 0.56 0.44 1.94 2.94 2.69   "
"2024-11-06 06:12:00",578,12.47,19.07,0.25,0.31,0.5,0.88,0.88,0,1,0.5,0.31,0.56,0.44,1.94,2.94,2.69,"0.25 0.31 0.50 0.88 0.88 0.00 1.00 0.50 0.31 0.56 0.44 1.94 2.94 2.69   "
"2024-11-06 06:13:00",579,12.47,19.07,0.25,0.31,0.5,0.88,0.94,0,1,0.5,0.31,0.56,0.44,2,2.94,2.75,"0.25 0.31 0.50 0.88 0.94 0.00 1.00 0.50 0.31 0.56 0.44 2.00 2.94 2.75   "
"2024-11-06 06:14:00",580,12.47,19.06,0.25,0.31,0.5,0.94,0.94,0,1,0.5,0.31,0.56,0.44,2,3,2.75,"0.25 0.31 0.50 0.94 0.94 0.00 1.00 0.50 0.31 0.56 0.44 2.00 3.00 2.75   "
"2024-11-06 06:15:00",581,12.47,19.06,0.31,0.31,0.5,0.88,0.94,0,1,0.5,0.31,0.63,0.44,2,3,2.75,"0.31 0.31 0.50 0.88 0.94 0.00 1.00 0.50 0.31 0.63 0.44 2.00 3.00 2.75   "
"2024-11-06 06:16:00",582,12.47,19.05,0.31,0.31,0.5,0.94,0.94,0,1,0.5,0.31,0.56,0.44,2,3,2.81,"0.31 0.31 0.50 0.94 0.94 0.00 1.00 0.50 0.31 0.56 0.44 2.00 3.00 2.81   "
"2024-11-06 06:17:00",583,12.47,19.05,0.31,0.31,0.5,0.94,0.94,0,1,0.5,0.31,0.56,0.44,2.06,3,2.81,"0.31 0.31 0.50 0.94 0.94 0.00 1.00 0.50 0.31 0.56 0.44 2.06 3.00 2.81   "
"2024-11-06 06:18:00",584,12.47,19.04,0.31,0.37,0.5,0.88,0.94,0,1,0.5,0.31,0.63,0.44,2.06,3,2.81,"0.31 0.37 0.50 0.88 0.94 0.00 1.00 0.50 0.31 0.63 0.44 2.06 3.00 2.81   "
"2024-11-06 06:19:00",585,12.47,19.04,0.31,0.37,0.5,0.94,0.94,0,1,0.5,0.37,0.63,0.44,2.06,3,2.88,"0.31 0.37 0.50 0.94 0.94 0.00 1.00 0.50 0.37 0.63 0.44 2.06 3.00 2.88   "
"2024-11-06 06:20:00",586,12.47,19.04,0.37,0.31,0.5,0.94,0.88,0,1,0.5,0.31,0.63,0.44,2.06,3,2.88,"0.37 0.31 0.50 0.94 0.88 0.00 1.00 0.50 0.31 0.63 0.44 2.06 3.00 2.88   "
"2024-11-06 06:21:00",587,12.47,19.04,0.31,0.31,0.5,0.94,0.94,0,1,0.5,0.31,0.63,0.44,2.06,3,2.88,"0.31 0.31 0.50 0.94 0.94 0.00 1.00 0.50 0.31 0.63 0.44 2.06 3.00 2.88   "
"2024-11-06 06:22:00",588,12.47,19.04,0.31,0.37,1,0.94,0.94,0,1,0.5,0.31,0.63,0.44,2.06,3,2.94,"0.31 0.37 1.00 0.94 0.94 0.00 1.00 0.50 0.31 0.63 0.44 2.06 3.00 2.94   "
"2024-11-06 06:23:00",589,12.47,19.05,0.31,0.37,1,0.94,0.94,0,1,0.5,0.31,0.63,0.44,2.06,3.06,2.94,"0.31 0.37 1.00 0.94 0.94 0.00 1.00 0.50 0.31 0.63 0.44 2.06 3.06 2.94   "
"2024-11-06 06:24:00",590,12.47,19.05,0.31,0.37,1,0.94,0.94,0,1,0.5,0.31,0.63,0.44,2.06,3,3,"0.31 0.37 1.00 0.94 0.94 0.00 1.00 0.50 0.31 0.63 0.44 2.06 3.00 3.00   "
"2024-11-06 06:25:00",591,12.47,19.06,0.31,0.37,1,0.94,0.94,0,1,0.5,0.31,0.69,0.44,2.06,3,3,"0.31 0.37 1.00 0.94 0.94 0.00 1.00 0.50 0.31 0.69 0.44 2.06 3.00 3.00   "
"2024-11-06 06:26:00",592,12.47,19.06,0.37,0.31,1,0.94,0.94,0,1,0.5,0.31,0.63,0.44,2.06,3,3.06,"0.37 0.31 1.00 0.94 0.94 0.00 1.00 0.50 0.31 0.63 0.44 2.06 3.00 3.06   "
"2024-11-06 06:27:00",593,12.47,19.07,0.37,0.37,1,0.94,0.94,0,1,0.5,0.31,0.63,0.44,2.13,3,3.06,"0.37 0.37 1.00 0.94 0.94 0.00 1.00 0.50 0.31 0.63 0.44 2.13 3.00 3.06   "
"2024-11-06 06:28:00",594,12.47,19.07,0.37,0.37,1,0.94,0.94,0,1,0.5,0.31,0.63,0.5,2.13,3,3.13,"0.37 0.37 1.00 0.94 0.94 0.00 1.00 0.50 0.31 0.63 0.50 2.13 3.00 3.13   "
"2024-11-06 06:29:00",595,12.47,19.08,0.37,0.37,1,0.94,0.94,0,1,0.56,0.31,0.63,0.44,2.13,3,3.13,"0.37 0.37 1.00 0.94 0.94 0.00 1.00 0.56 0.31 0.63 0.44 2.13 3.00 3.13   "
"2024-11-06 06:30:00",596,12.47,19.09,0.37,0.37,1,1,0.94,0,1,0.56,0.31,0.63,0.5,2.13,3,3.13,"0.37 0.37 1.00 1.00 0.94 0.00 1.00 0.56 0.31 0.63 0.50 2.13 3.00 3.13   "
"2024-11-06 06:31:00",597,12.47,19.09,0.37,0.37,1,1,0.94,0,1,0.5,0.31,0.63,0.5,2.19,3.06,3.19,"0.37 0.37 1.00 1.00 0.94 0.00 1.00 0.50 0.31 0.63 0.50 2.19 3.06 3.19   "
"2024-11-06 06:32:00",598,12.47,19.1,0.37,0.37,1,1,1,0,1,0.56,0.31,0.69,0.5,2.19,3,3.19,"0.37 0.37 1.00 1.00 1.00 0.00 1.00 0.56 0.31 0.69 0.50 2.19 3.00 3.19   "
"2024-11-06 06:33:00",599,12.47,19.11,0.37,0.37,1,1,0.94,0,1,0.56,0.31,0.69,0.5,2.19,3,3.19,"0.37 0.37 1.00 1.00 0.94 0.00 1.00 0.56 0.31 0.69 0.50 2.19 3.00 3.19   "
"2024-11-06 06:34:00",600,12.47,19.12,0.44,0.37,1,1,1,0,1,0.56,0.31,0.69,0.5,2.19,3,3.25,"0.44 0.37 1.00 1.00 1.00 0.00 1.00 0.56 0.31 0.69 0.50 2.19 3.00 3.25   "
"2024-11-06 06:35:00",601,12.47,19.12,0.37,0.37,1,1,0.94,0,1,0.56,0.31,0.69,0.5,2.19,3,3.25,"0.37 0.37 1.00 1.00 0.94 0.00 1.00 0.56 0.31 0.69 0.50 2.19 3.00 3.25   "
"2024-11-06 06:36:00",602,12.47,19.13,0.44,0.37,1,1,0.94,0,1,0.56,0.31,0.69,0.5,2.19,3.06,3.31,"0.44 0.37 1.00 1.00 0.94 0.00 1.00 0.56 0.31 0.69 0.50 2.19 3.06 3.31   "
"2024-11-06 06:37:00",603,12.47,19.14,0.37,0.37,1,1,1,0,1,0.56,0.31,0.69,0.5,2.19,3.06,3.31,"0.37 0.37 1.00 1.00 1.00 0.00 1.00 0.56 0.31 0.69 0.50 2.19 3.06 3.31   "
"2024-11-06 06:38:00",604,12.47,19.14,0.44,0.37,1,1,1,0,1,0.56,0.31,0.69,0.5,2.19,3.06,3.38,"0.44 0.37 1.00 1.00 1.00 0.00 1.00 0.56 0.31 0.69 0.50 2.19 3.06 3.38   "
"2024-11-06 06:39:00",605,12.47,19.14,0.44,0.37,1,1,1,0,1,0.56,0.31,0.69,0.5,2.19,3,3.38,"0.44 0.37 1.00 1.00 1.00 0.00 1.00 0.56 0.31 0.69 0.50 2.19 3.00 3.38   "
"2024-11-06 06:40:00",606,12.47,19.14,0.44,0.37,1,1,0.94,0,1,0.56,0.31,0.75,0.5,2.19,3,3.44,"0.44 0.37 1.00 1.00 0.94 0.00 1.00 0.56 0.31 0.75 0.50 2.19 3.00 3.44   "
"2024-11-06 06:41:00",607,12.47,19.14,0.44,0.37,1,1,1,0,1,0.56,0.31,0.75,0.5,2.25,3,3.44,"0.44 0.37 1.00 1.00 1.00 0.00 1.00 0.56 0.31 0.75 0.50 2.25 3.00 3.44   "
"2024-11-06 06:42:00",608,12.47,19.14,0.44,0.37,1,1,1,0,1,0.56,0.31,0.75,0.5,2.25,3,3.5,"0.44 0.37 1.00 1.00 1.00 0.00 1.00 0.56 0.31 0.75 0.50 2.25 3.00 3.50   "
"2024-11-06 06:43:00",609,12.47,19.13,0.44,0.37,1,1.06,1,0,1,0.56,0.31,0.75,0.5,2.25,3,3.5,"0.44 0.37 1.00 1.06 1.00 0.00 1.00 0.56 0.31 0.75 0.50 2.25 3.00 3.50   "
"2024-11-06 06:44:00",610,12.47,19.13,0.44,0.37,1,1,1,0,1,0.56,0.31,0.75,0.5,2.25,3,3.5,"0.44 0.37 1.00 1.00 1.00 0.00 1.00 0.56 0.31 0.75 0.50 2.25 3.00 3.50   "
"2024-11-06 06:45:00",611,12.47,19.12,0.44,0.37,1,1.06,1,0,1,0.56,0.31,0.75,0.56,2.25,3,3.5,"0.44 0.37 1.00 1.06 1.00 0.00 1.00 0.56 0.31 0.75 0.56 2.25 3.00 3.50   "
"2024-11-06 06:46:00",612,12.47,19.12,0.5,0.37,1,1.06,1,0,1,0.56,0.31,0.81,0.5,2.25,3,3.5,"0.50 0.37 1.00 1.06 1.00 0.00 1.00 0.56 0.31 0.81 0.50 2.25 3.00 3.50   "
"2024-11-06 06:47:00",613,12.47,19.11,0.5,0.37,1,1.06,1,0,1,0.63,0.31,0.81,0.56,2.25,3,3.5,"0.50 0.37 1.00 1.06 1.00 0.00 1.00 0.63 0.31 0.81 0.56 2.25 3.00 3.50   "
"2024-11-06 06:48:00",614,12.47,19.1,0.5,0.37,1,1.06,1,0,1,0.63,0.31,0.81,0.56,2.25,3.06,3.56,"0.50 0.37 1.00 1.06 1.00 0.00 1.00 0.63 0.31 0.81 0.56 2.25 3.06 3.56   "
"2024-11-06 06:49:00",615,12.47,19.1,0.5,0.37,1,1.06,1,0,1,0.63,0.31,0.81,0.56,2.25,3.06,3.56,"0.50 0.37 1.00 1.06 1.00 0.00 1.00 0.63 0.31 0.81 0.56 2.25 3.06 3.56   "
"2024-11-06 06:50:00",616,12.47,19.09,0.5,0.44,1,1.06,1,0,1,0.56,0.31,0.81,0.5,2.31,3.06,3.56,"0.50 0.44 1.00 1.06 1.00 0.00 1.00 0.56 0.31 0.81 0.50 2.31 3.06 3.56   "
"2024-11-06 06:51:00",617,12.47,19.08,0.5,0.44,1,1.06,1,0,1,0.63,0.31,0.81,0.56,2.25,3.06,3.56,"0.50 0.44 1.00 1.06 1.00 0.00 1.00 0.63 0.31 0.81 0.56 2.25 3.06 3.56   "
"2024-11-06 06:52:00",618,12.47,19.08,0.5,0.44,1,1.06,1,0,1,0.63,0.31,0.81,0.56,2.31,3.06,3.56,"0.50 0.44 1.00 1.06 1.00 0.00 1.00 0.63 0.31 0.81 0.56 2.31 3.06 3.56   "
"2024-11-06 06:53:00",619,12.47,19.08,0.5,0.44,1,1.06,1,0,1,0.63,0.31,0.88,0.56,2.31,3.06,3.5,"0.50 0.44 1.00 1.06 1.00 0.00 1.00 0.63 0.31 0.88 0.56 2.31 3.06 3.50   "
"2024-11-06 06:54:00",620,12.47,19.08,0.56,0.44,1,1.06,1,0,1,0.63,0.31,0.88,0.56,2.31,3.13,3.5,"0.56 0.44 1.00 1.06 1.00 0.00 1.00 0.63 0.31 0.88 0.56 2.31 3.13 3.50   "
"2024-11-06 06:55:00",621,12.47,19.07,0.5,0.37,1,1.06,1,0,1,0.63,0.31,0.81,0.56,2.31,3.06,3.5,"0.50 0.37 1.00 1.06 1.00 0.00 1.00 0.63 0.31 0.81 0.56 2.31 3.06 3.50   "
"2024-11-06 06:56:00",622,12.47,19.08,0.56,0.37,1,1.12,1.06,0,1,0.63,0.31,0.88,0.56,2.31,3.13,3.5,"0.56 0.37 1.00 1.12 1.06 0.00 1.00 0.63 0.31 0.88 0.56 2.31 3.13 3.50   "
"2024-11-06 06:57:00",623,12.47,19.08,0.56,0.44,1,1.06,1,0,1,0.63,0.31,0.88,0.56,2.31,3.13,3.5,"0.56 0.44 1.00 1.06 1.00 0.00 1.00 0.63 0.31 0.88 0.56 2.31 3.13 3.50   "
"2024-11-06 06:58:00",624,12.47,19.08,0.56,0.44,1,1.12,1,0,1,0.63,0.31,0.88,0.56,2.31,3.13,3.5,"0.56 0.44 1.00 1.12 1.00 0.00 1.00 0.63 0.31 0.88 0.56 2.31 3.13 3.50   "
"2024-11-06 06:59:00",625,12.47,19.08,0.56,0.44,1,1.12,1.06,0,1,0.63,0.37,0.88,0.63,2.31,3.13,3.56,"0.56 0.44 1.00 1.12 1.06 0.00 1.00 0.63 0.37 0.88 0.63 2.31 3.13 3.56   "
"2024-11-06 07:00:00",626,12.47,19.09,0.56,0.44,1,1.12,1.06,0,1,0.63,0.31,0.94,0.56,2.31,3.13,3.56,"0.56 0.44 1.00 1.12 1.06 0.00 1.00 0.63 0.31 0.94 0.56 2.31 3.13 3.56   "
"2024-11-06 07:01:00",627,12.47,19.09,0.56,0.44,1,1.12,1.06,0,1,0.69,0.31,0.94,0.56,2.31,3.13,3.56,"0.56 0.44 1.00 1.12 1.06 0.00 1.00 0.69 0.31 0.94 0.56 2.31 3.13 3.56   "
"2024-11-06 07:02:00",628,12.47,19.1,0.56,0.44,1,1.12,1.06,0,1,0.63,0.31,0.88,0.56,2.31,3.13,3.63,"0.56 0.44 1.00 1.12 1.06 0.00 1.00 0.63 0.31 0.88 0.56 2.31 3.13 3.63   "
